"","x","y"
"1",1.11356491023185,1.10054920702231
"2",0.0601155791678936,0.927211770128406
"3",0.586755689089705,0.183924935856852
"4",-1.07237364020559,-0.0418126211614327
"5",1.0521418743226,2.24940609405179
"6",1.19607029515324,2.09918201201934
"7",-0.249418071962053,0.419690559332809
"8",0.267640638498122,0.347305806197384
"9",-0.03030798558382,0.38610853633241
"10",-0.762676846190498,-0.712302910146963
"11",-0.296458255789667,-0.297259950701785
"12",-1.10761542776837,-1.44654702349473
"13",-0.887298751789822,-0.744536259702497
"14",0.482530455647421,0.310383047991849
"15",-0.188165424435666,-1.031078667177
"16",0.856564868447777,-0.210942539877508
"17",-0.411928343523668,-0.80400690179148
"18",1.18734846717152,1.95102208188779
"19",0.478309870601311,0.573788512629492
"20",0.539839313724354,2.01608893428867
"21",0.190237788034174,1.66470648058194
"22",-0.242208009397842,-1.30592964333921
"23",-0.551351426347384,0.367199789248781
"24",-0.666388238785992,-0.46474293155907
"25",-0.993059946261028,-0.550920465907313
"26",0.0946276551271598,-0.783068645665816
"27",0.946490839458367,1.60986286762206
"28",-0.633846833294247,-0.697988532513474
"29",-0.277604508817422,-0.300445636379402
"30",0.464279397052163,1.09033715500296
"31",0.498481093957961,1.19769112833984
"32",-0.337332553241993,-1.40777831189379
"33",0.737470724329315,0.704876350440523
"34",1.3202374827849,1.684698653004
"35",-1.3721229732812,-0.431763850105286
"36",-0.0479080248033127,-0.38544770580438
"37",0.424768243283779,0.062721326835276
"38",-1.65017322055594,-2.52051498661957
"39",-0.106127666257441,-0.646278769111518
"40",0.318645525155252,-0.409889907385596
"41",-0.150836126960797,-0.409199492919025
"42",0.143989227112902,-0.631986330739316
"43",0.364099633175006,-0.401979506422422
"44",-0.59174565057545,-0.289098973363679
"45",-0.509614199786713,-0.746331532860086
"46",-1.18243655693032,-1.06208115841673
"47",-0.853934591192404,-0.692484092959824
"48",-0.266907171532626,0.0178601928857376
"49",-0.284416452171343,0.126408132489061
"50",0.981242787280581,1.54013293990454
"51",-0.0211432985602337,-0.274028919025098
"52",0.536579734526535,0.571732355610386
"53",-0.0619680715215924,-0.240423497889791
"54",-0.654649215566708,-1.4559044050999
"55",0.0714810472251473,0.15920485716205
